route_name,origin,destination,service_type,route_name_simple,type
P31,Saint Jean De Maurienne Arvan,Aiguebelle,day,Saint Jean de Maurienne Arvan → Aiguebelle,day
E16,Bourg En Bresse Gare Routiere,Aix Les Bains Le Revard,day,Bourg En Bresse → Aix les Bains le Revard,day
E16,Chambery Challes Les Eaux,Pont D Ain,day,Chambery Challes les Eaux → Pont D Ain,day
K3,Culoz,Chambery Challes Les Eaux,day,Culoz → Chambery Challes les Eaux,day
C21,Rumilly,Annecy,day,Rumilly → Annecy,day
C21,Aix Les Bains Le Revard,Chambery Challes Les Eaux,day,Aix les Bains le Revard → Chambery Challes les Eaux,day
E09,Bourg Saint Maurice,Grenoble,day,Bourg Saint Maurice → Grenoble,day
E09,Grenoble,Moutiers Salins Brides Les B,day,Grenoble → Moutiers Salins Brides les B,day
P41,Bourg Saint Maurice,Montmelian,day,Bourg Saint Maurice → Montmelian,day
P41,Albertville,Moutiers Salins Brides Les B,day,Albertville → Moutiers Salins Brides les B,day
P41,Bourg Saint Maurice,Chambery Challes Les Eaux,day,Bourg Saint Maurice → Chambery Challes les Eaux,day
P41,Saint Pierre D Albigny,Moutiers Salins Brides Les B,day,Saint Pierre D Albigny → Moutiers Salins Brides les B,day
P41,Chambery Challes Les Eaux,Landry,day,Chambery Challes les Eaux → Landry,day
P41,Bourg Saint Maurice,Moutiers Salins Brides Les B,day,Bourg Saint Maurice → Moutiers Salins Brides les B,day
P41,Moutiers Salins Brides Les B,Chambery Challes Les Eaux,day,Moutiers Salins Brides les B → Chambery Challes les Eaux,day
K3,Lyon Part Dieu Gare Routiere,Chambery Challes Les Eaux,day,Lyon Part Dieu → Chambery Challes les Eaux,day
K6,Lyon Part Dieu Gare Routiere,Grenoble,day,Lyon Part Dieu → Grenoble,day
K6,Lyon Part Dieu Gare Routiere,Bourgoin Jallieu,day,Lyon Part Dieu → Bourgoin Jallieu,day
C3,Nice Ville,Golfe Juan Vallauris,day,Nice Ville → Golfe Juan Vallauris,day
C3,Nice Ville,Menton,day,Nice Ville → Menton,day
C3,Menton,Ventimiglia,day,Menton → Ventimiglia,day
C3,Monaco Monte Carlo,Ventimiglia,day,Monaco Monte Carlo → Ventimiglia,day
C3,Ventimiglia,Villefranche Sur Mer,day,Ventimiglia → Villefranche Sur Mer,day
K23,Lyon Part Dieu Gare Routiere,Annecy,day,Lyon Part Dieu → Annecy,day
C13,Cannes,Saint Raphael Valescure,day,Cannes → Saint Raphael Valescure,day
C13,Les Arcs Draguignan,Mandelieu La Napoule,day,les Arcs Draguignan → Mandelieu la Napoule,day
K3+,Paris Saint Lazare,Trouville Deauville,day,Paris Saint Lazare → Trouville Deauville,day
E06,Grenoble,Annonay Gare Routiere,day,Grenoble → Annonay,day
E07,Valence Gare Routiere,Privas Cours Du Palais,day,Valence → Privas Cours du Palais,day
E07,Grenoble,Montelimar Gare Routiere,day,Grenoble → Montelimar,day
E07,Aubenas Place De La Paix,Grenoble,day,Aubenas Place de la Paix → Grenoble,day
E07,Privas Cours Du Palais,Grenoble,day,Privas Cours du Palais → Grenoble,day
E07,Aubenas Place De La Paix,Saint Martin D Heres,day,Aubenas Place de la Paix → Saint Martin D Heres,day
E07,Montelimar Gare Routiere,Saint Martin D Heres,day,Montelimar → Saint Martin D Heres,day
E07,Privas Cours Du Palais,Saint Martin D Heres,day,Privas Cours du Palais → Saint Martin D Heres,day
E06,Annonay Gare Routiere,Saint Martin D Heres,day,Annonay → Saint Martin D Heres,day
K4,Paris Montparnasse Hall 1 2,Villedieu Les Poeles,day,Paris Montparnasse Hall 1 2 → Villedieu les Poeles,day
K4,Paris Montparnasse Hall 1 2,Vire,day,Paris Montparnasse Hall 1 2 → Vire,day
E02,Evian Les Bains,Grenoble,day,Evian les Bains → Grenoble,day
E04,Annecy,Chamonix Mont Blanc,day,Annecy → Chamonix Mont Blanc,day
K4,Granville,Verneuil Sur Avre,day,Granville → Verneuil Sur Avre,day
E01,Saint Gervais Les Bains Le Fayet,Grenoble,day,Saint Gervais les Bains le Fayet → Grenoble,day
E02,Annemasse,Grenoble,day,Annemasse → Grenoble,day
E12,Chambery Challes Les Eaux,Cluses,day,Chambery Challes les Eaux → Cluses,day
E04,Bonneville,Lyon Part Dieu Gare Routiere,day,Bonneville → Lyon Part Dieu,day
E12,Chambery Challes Les Eaux,Saint Gervais Les Bains Le Fayet,day,Chambery Challes les Eaux → Saint Gervais les Bains le Fayet,day
E13,Chambery Challes Les Eaux,Annemasse,day,Chambery Challes les Eaux → Annemasse,day
E12,Chamonix Mont Blanc,Chambery Challes Les Eaux,day,Chamonix Mont Blanc → Chambery Challes les Eaux,day
E02,Grenoble,Thonon Les Bains,day,Grenoble → Thonon les Bains,day
E13,Evian Les Bains,Chambery Challes Les Eaux,day,Evian les Bains → Chambery Challes les Eaux,day
E04,Lyon Part Dieu Gare Routiere,Chamonix Mont Blanc,day,Lyon Part Dieu → Chamonix Mont Blanc,day
E13,Thonon Les Bains,Chambery Challes Les Eaux,day,Thonon les Bains → Chambery Challes les Eaux,day
E01,Chamonix Mont Blanc,Grenoble Eugene Chavant,day,Chamonix Mont Blanc → Grenoble Eugene Chavant,day
E01,Grenoble,Sallanches Combloux Megeve,day,Grenoble → Sallanches Combloux Megeve,day
K4,Paris Montparnasse Hall 1 2,Flers,day,Paris Montparnasse Hall 1 2 → Flers,day
E12,Saint Gervais Les Bains Le Fayet,Chambery Jacob Bellecombette,day,Saint Gervais les Bains le Fayet → Chambery Jacob Bellecombette,day
E12,Bonneville,Chambery Challes Les Eaux,day,Bonneville → Chambery Challes les Eaux,day
E01,Grenoble,Chamonix Mont Blanc,day,Grenoble → Chamonix Mont Blanc,day
K4,Granville,Dreux,day,Granville → Dreux,day
K4,Paris Montparnasse Hall 1 2,Granville,day,Paris Montparnasse Hall 1 2 → Granville,day
K4,Granville,Paris Montparnasse Vaugirard,day,Granville → Paris Montparnasse Vaugirard,day
L1,Thonon Les Bains,Evian Les Bains,day,Thonon les Bains → Evian les Bains,day
L2,Annemasse,La Roche Sur Foron,day,Annemasse → la Roche Sur Foron,day
K4,Paris Montparnasse Vaugirard,Folligny,day,Paris Montparnasse Vaugirard → Folligny,day
P52,Chamonix Mont Blanc,Saint Gervais Les Bains Le Fayet,day,Chamonix Mont Blanc → Saint Gervais les Bains le Fayet,day
C43,Saint Gervais Les Bains Le Fayet,Cluses,day,Saint Gervais les Bains le Fayet → Cluses,day
C43,Bellegarde,Saint Gervais Les Bains Le Fayet,day,Bellegarde → Saint Gervais les Bains le Fayet,day
INCONNU,Evian Les Bains,Bellegarde,day,Evian les Bains → Bellegarde,day
C43,Bellegarde,Chamonix Mont Blanc,day,Bellegarde → Chamonix Mont Blanc,day
C43,Annemasse,Bellegarde,day,Annemasse → Bellegarde,day
K4,Pontorson Mont Saint Michel,L Aigle,day,Pontorson Mont Saint Michel → L Aigle,day
601A,Lyon Perrache,Versailles Chantiers,day,Lyon Perrache → Versailles Chantiers,day
633A,Marne La Vallee Chessy,Marseille Saint Charles,day,Marne la Vallee Chessy → Marseille Saint Charles,day
K4,Paris Montparnasse Hall 1 2,Briouze,day,Paris Montparnasse Hall 1 2 → Briouze,day
P76,Luzy,Beard Bourg,day,Luzy → Beard Bourg,day
P76,Nevers,Beard,day,Nevers → Beard,day
P76,Cercy La Tour,Saint Eloi Eglise,day,Cercy la Tour → Saint Eloi Eglise,day
P36,Etang Sur Arroux,Autun,day,Etang Sur Arroux → Autun,day
P2,Nevers,Moulins Sur Allier,day,Nevers → Moulins Sur Allier,day
P2,Saint Pierre Le Moutier,Nevers,day,Saint Pierre le Moutier → Nevers,day
P72,Moulins Sur Allier,Paray Le Monial,day,Moulins Sur Allier → Paray le Monial,day
P72,Chauffailles Gambetta,Digoin Lycee,day,Chauffailles Gambetta → Digoin Lycee,day
P72,Lozanne,Lamure Sur Azergues College,day,Lozanne → Lamure Sur Azergues College,day
P72,Digoin,Chauffailles Gambetta,day,Digoin → Chauffailles Gambetta,day
P72,Digoin,La Chapelle Sous Dun,day,Digoin → la Chapelle Sous Dun,day
P72,Lozanne,Grandris La Folletiere,day,Lozanne → Grandris la Folletiere,day
560A,Brive La Gaillarde,Paris Austerlitz,day,Brive la Gaillarde → Paris Austerlitz,day
560B,Paris Austerlitz,Cahors,day,Paris Austerlitz → Cahors,day
560A,Brive La Gaillarde,Paris Bercy Bourg Pays D Auv,day,Brive la Gaillarde → Paris Bercy Bourg Pays D Auv,day
560B,Paris Austerlitz,Gourdon,day,Paris Austerlitz → Gourdon,day
560B,Paris Bercy Bourg Pays D Auv,Gourdon,day,Paris Bercy Bourg Pays D Auv → Gourdon,day
560A,Cahors,Les Aubrais,day,Cahors → les Aubrais,day
560D,Cahors,Vierzon,day,Cahors → Vierzon,day
560D,Paris Bercy Bourg Pays D Auv,Cahors,day,Paris Bercy Bourg Pays D Auv → Cahors,day
560B,Toulouse Matabiau,Chateauroux,day,Toulouse Matabiau → Chateauroux,day
560B,Toulouse Matabiau,Argenton Sur Creuse,day,Toulouse Matabiau → Argenton Sur Creuse,day
INCONNU,Aillevillers,Belfort Ville,day,Aillevillers → Belfort Ville,day
P50,Lure,Aillevillers,day,Lure → Aillevillers,day
P29,Le Valdahon,Morteau,day,le Valdahon → Morteau,day
P29,Morteau,Besancon Viotte,day,Morteau → Besancon Viotte,day
P29,Le Locle,Morteau,day,le Locle → Morteau,day
INCONNU,Mouchard,Dole,day,Mouchard → Dole,day
P73,Lons Le Saunier,Mouchard,day,Lons le Saunier → Mouchard,day
P73,Besancon Viotte,Montain Lavigny,day,Besancon Viotte → Montain Lavigny,day
P73,Mouchard,Poligny,day,Mouchard → Poligny,day
P73,Mouchard,Besancon Viotte,day,Mouchard → Besancon Viotte,day
P88,Dompierre Halte Routiere,Pontarlier,day,Dompierre Halte → Pontarlier,day
560D,Toulouse Matabiau,La Souterraine,day,Toulouse Matabiau → la Souterraine,day
P88,Pontarlier,Les Granges Narboz,day,Pontarlier → les Granges Narboz,day
P78,Vallorbe,Malbuisson,day,Vallorbe → Malbuisson,day
P78,Frasne,Les Hopitaux Neufs,day,Frasne → les Hopitaux Neufs,day
P78,Jougne,Bonnevaux,day,Jougne → Bonnevaux,day
INCONNU,Champagnole,Saint Claude,day,Champagnole → Saint Claude,day
P8,Champagnole Paul Emile Victor,Dole,day,Champagnole Paul Emile Victor → Dole,day
INCONNU,Andelot,Saint Claude,day,Andelot → Saint Claude,day
INCONNU,Saint Claude,Mouchard,day,Saint Claude → Mouchard,day
C1,Saint Vit,Franois,day,Saint Vit → Franois,day
P77,Louhans,Seurre,day,Louhans → Seurre,day
P7,Dijon,Seurre,day,Dijon → Seurre,day
P77,Bourg En Bresse,Seurre,day,Bourg En Bresse → Seurre,day
P77,Seurre,Saint Bonnet En Bresse,day,Seurre → Saint Bonnet En Bresse,day
P75,Avallon,Auxerre Saint Gervais,day,Avallon → Auxerre Saint Gervais,day
P85,Clamecy,Auxerre Saint Gervais,day,Clamecy → Auxerre Saint Gervais,day
P85,Auxerre Saint Gervais,Corbigny,day,Auxerre Saint Gervais → Corbigny,day
P85,Corbigny,Clamecy,day,Corbigny → Clamecy,day
C1,Villers Les Pots,Auxonne,day,Villers les Pots → Auxonne,day
C1,Neuilly Les Dijon,Dijon,day,Neuilly les Dijon → Dijon,day
INCONNU,Paris Austerlitz,Tarbes,day,Paris Austerlitz → Tarbes,day
555A,Toulouse Matabiau,Paris Austerlitz,day,Toulouse Matabiau → Paris Austerlitz,day
555B,Rodez,Rocamadour Padirac,day,Rodez → Rocamadour Padirac,day
555B,Albi Ville,Capdenac,day,Albi Ville → Capdenac,day
555B,Paris Austerlitz,Cransac,day,Paris Austerlitz → Cransac,day
555C,Paris Austerlitz,Aurillac,day,Paris Austerlitz → Aurillac,day
591A,Nantes,Bordeaux Saint Jean,day,Nantes → Bordeaux Saint Jean,day
591A,Nantes,La Rochelle,day,Nantes → la Rochelle,day
K5+,Paris Austerlitz,Bourges,day,Paris Austerlitz → Bourges,day
K5+,Nevers,Paris Austerlitz,day,Nevers → Paris Austerlitz,day
K5+,Bourges,Orleans,day,Bourges → Orleans,day
K5+,Nevers,Paris Bercy Bourg Pays D Auv,day,Nevers → Paris Bercy Bourg Pays D Auv,day
K5+,Nevers,Orleans,day,Nevers → Orleans,day
K5+,Paris Bercy Bourg Pays D Auv,Bourges,day,Paris Bercy Bourg Pays D Auv → Bourges,day
INCONNU,Latour De Carol Enveitg,Pamiers,day,Latour de Carol Enveitg → Pamiers,day
INCONNU,Paris Austerlitz,Ax Les Thermes,day,Paris Austerlitz → Ax les Thermes,day
INCONNU,Paris Austerlitz,Bordeaux Saint Jean,day,Paris Austerlitz → Bordeaux Saint Jean,day
INCONNU,Paris Bercy Bourg Pays D Auv,Bordeaux Saint Jean,day,Paris Bercy Bourg Pays D Auv → Bordeaux Saint Jean,day
P28,St Etienne Chatcrx G Routiere,Lavoute Arret Cg,day,St Etienne Chatcrx G → Lavoute Arret Cg,day
P28,Le Puy En Velay,Vorey,day,le Puy En Velay → Vorey,day
C15,Lyon Part Dieu Gare Routiere,Villefranche Sur Saone,day,Lyon Part Dieu → Villefranche Sur Saone,day
K3,La Tour Du Pin,Chambery Challes Les Eaux,day,la Tour du Pin → Chambery Challes les Eaux,day
C19,Lyon Gorge De Loup,Lentilly,day,Lyon Gorge de Loup → Lentilly,day
C19,L Arbresle,Tassin Le Baraillon,day,L Arbresle → Tassin le Baraillon,day
C9,Lyon Saint Paul Quai De Bondy,Brignais,day,Lyon Saint Paul Quai de Bondy → Brignais,day
C9,Brignais,Lyon Saint Paul La Feuillee,day,Brignais → Lyon Saint Paul la Feuillee,day
K1+,Bellegarde,Lyon Part Dieu Gare Routiere,day,Bellegarde → Lyon Part Dieu,day
K1+,Bellegarde,Geneve Cornavin,day,Bellegarde → Geneve Cornavin,day
434A,Paris Austerlitz,Nantes,day,Paris Austerlitz → Nantes,day
434A,Paris Bercy Bourg Pays D Auv,Nantes,day,Paris Bercy Bourg Pays D Auv → Nantes,day
K14,Lyon Part Dieu Gare Routiere,Valence Gare Routiere,day,Lyon Part Dieu → Valence,day
K4,Valence Gare Routiere,Saint Peray,day,Valence → Saint Peray,day
K4,Pierrelatte,Le Teil,day,Pierrelatte → le Teil,day
K4,Le Teil,Avignon Centre,day,le Teil → Avignon Centre,day
K34,Valence Gare Routiere,Avignon Centre,day,Valence → Avignon Centre,day
K4,Pierrelatte,Valence Gare Routiere,day,Pierrelatte → Valence,day
K34,Valence Gare Routiere,Montelimar Gare Routiere,day,Valence → Montelimar,day
K24,Valence Gare Routiere,Le Peage De Roussillon,day,Valence → le Peage de Roussillon,day
K54,Valence Gare Routiere,Vienne Gare Routiere,day,Valence → Vienne,day
K6,Bourgoin Jallieu,Grenoble Europole,day,Bourgoin Jallieu → Grenoble Europole,day
K6,Lyon Part Dieu Gare Routiere,Grenoble Europole,day,Lyon Part Dieu → Grenoble Europole,day
K6,Grenoble,Bourgoin Jallieu,day,Grenoble → Bourgoin Jallieu,day
C6,Saint Andre Le Gaz,Grenoble Europole,day,Saint Andre le Gaz → Grenoble Europole,day
C6,Grenoble,Saint Andre Le Gaz,day,Grenoble → Saint Andre le Gaz,day
P9,Lucay Le Male Champ De Foire,Valencay College Alain Fournier,day,Lucay le Male Champ de Foire → Valencay College Alain Fournier,day
P9,Salbris,Romorantin Blanc Argent,day,Salbris → Romorantin Blanc Argent,day
P9,Faubourg D Orleans,Romorantin Blanc Argent,day,Faubourg D Orleans → Romorantin Blanc Argent,day
P9,Valencay,Lucay Le Male,day,Valencay → Lucay le Male,day
P9,Faubourg D Orleans,Valencay,day,Faubourg D Orleans → Valencay,day
C11,Grenoble,Saint Marcellin,day,Grenoble → Saint Marcellin,day
C11,Saint Marcellin,Grenoble Europole,day,Saint Marcellin → Grenoble Europole,day
K21,Valence Gare Routiere,Grenoble Europole,day,Valence → Grenoble Europole,day
P3,Amberieu En Bugey,Culoz,day,Amberieu En Bugey → Culoz,day
INCONNU,Paris Austerlitz,Rennes,day,Paris Austerlitz → Rennes,day
K23,Annecy,Aix Les Bains Le Revard,day,Annecy → Aix les Bains le Revard,day
INCONNU,Rennes,Paris Montparnasse Vaugirard,day,Rennes → Paris Montparnasse Vaugirard,day
C1,Chambery Challes Les Eaux,Grenoble Europole,day,Chambery Challes les Eaux → Grenoble Europole,day
P24,Veynes Devoluy,Clelles Mens,day,Veynes Devoluy → Clelles Mens,day
P31,Saint Jean De Maurienne Arvan,Modane,day,Saint Jean de Maurienne Arvan → Modane,day
L1,Bons En Chablais,Annemasse,day,Bons En Chablais → Annemasse,day
C43,Bellegarde,La Roche Sur Foron,day,Bellegarde → la Roche Sur Foron,day
L4,Geneve Eaux Vives Gare,Annemasse Salle Martin Luther King,day,Geneve Eaux Vives → Annemasse Salle Martin Luther King,day
INCONNU,Clermont Ferrand,Le Puy En Velay,day,Clermont Ferrand → le Puy En Velay,day
P29,Clermont Ferrand,Issoire,day,Clermont Ferrand → Issoire,day
P29,Aurillac,Clermont La Pardieu,day,Aurillac → Clermont la Pardieu,day
INCONNU,Ales,Langogne,day,Ales → Langogne,day
P17,Langogne,Langeac,day,Langogne → Langeac,day
P30,Chagny,Montchanin,day,Chagny → Montchanin,day
P26,Nevers,Decize,day,Nevers → Decize,day
P12,Nevers Le Banlay,Pouilly Sur Loire,day,Nevers le Banlay → Pouilly Sur Loire,day
P12,Nevers Le Banlay,La Charite Sur Loire,day,Nevers le Banlay → la Charite Sur Loire,day
P12,Cosne Sur Loire,Nevers,day,Cosne Sur Loire → Nevers,day
K6,Cercy La Tour,Nevers,day,Cercy la Tour → Nevers,day
P2,Paray Le Monial,Nevers,day,Paray le Monial → Nevers,day
K7,Tonnerre,Laroche Migennes,day,Tonnerre → Laroche Migennes,day
P35,Montereau,Laroche Migennes,day,Montereau → Laroche Migennes,day
P25,Avallon,Laroche Migennes,day,Avallon → Laroche Migennes,day
P20,Is Sur Tille,Dijon,day,Is Sur Tille → Dijon,day
P5,Laroche Migennes,Auxerre Saint Gervais,day,Laroche Migennes → Auxerre Saint Gervais,day
P33,Besancon Viotte,Lons Le Saunier,day,Besancon Viotte → Lons le Saunier,day
P18,Dole,Pontarlier,day,Dole → Pontarlier,day
P29,Le Locle,Mamirolle,day,le Locle → Mamirolle,day
P38,Travers,Frasne,day,Travers → Frasne,day
P45,Belfort Ville,Vesoul,day,Belfort Ville → Vesoul,day
INCONNU,Nancy,Lyon Perrache,day,Nancy → Lyon Perrache,day
INCONNU,Culmont Chalindrey,Lyon Perrache,day,Culmont Chalindrey → Lyon Perrache,day
INCONNU,Nancy,Lyon Part Dieu,day,Nancy → Lyon Part Dieu,day
K3,Rennes,Saint Malo,day,Rennes → Saint Malo,day
P3,Rennes,Saint Brieuc,day,Rennes → Saint Brieuc,day
C5,Montauban De Bretagne,Rennes,day,Montauban de Bretagne → Rennes,day
P12,Nevers,Pouilly Sur Loire,day,Nevers → Pouilly Sur Loire,day
P1,Brest,Morlaix,day,Brest → Morlaix,day
P7,Landerneau,Quimper,day,Landerneau → Quimper,day
P7,Quimper,Brest,day,Quimper → Brest,day
C1,Brest,Landerneau,day,Brest → Landerneau,day
P10,Lannion,Saint Brieuc,day,Lannion → Saint Brieuc,day
P10,Lannion,Plouaret Tregor,day,Lannion → Plouaret Tregor,day
P10,Guingamp,Lannion,day,Guingamp → Lannion,day
P5,Chateaubriant,Rennes,day,Chateaubriant → Rennes,day
P5,Retiers,Chateaubriant,day,Retiers → Chateaubriant,day
K2+,Cosne Sur Loire,Les Aubrais Gare Routiere,day,Cosne Sur Loire → les Aubrais,day
P1,Port Boulet,Tours,day,Port Boulet → Tours,day
P21,Tours,Chinon,day,Tours → Chinon,day
P31,Loches,Joue Les Tours,day,Loches → Joue les Tours,day
P31,Tours,Loches,day,Tours → Loches,day
P31,Tours,Chambourg Sur Indre Chopin,day,Tours → Chambourg Sur Indre Chopin,day
P104,Orleans Avenue De Paris,Chateauroux,day,Orleans Avenue de Paris → Chateauroux,day
P104,Argenton Sur Creuse,Chateauroux,day,Argenton Sur Creuse → Chateauroux,day
P104,Argenton Sur Creuse,Vierzon,day,Argenton Sur Creuse → Vierzon,day
K8+,Les Aubrais,Saint Pierre Des Corps,day,les Aubrais → Saint Pierre des Corps,day
P14,Vierzon,Bourges,day,Vierzon → Bourges,day
P8,Orleans,Toury,day,Orleans → Toury,day
P8,Orleans,Angerville,day,Orleans → Angerville,day
P8,Toury,Angerville,day,Toury → Angerville,day
P14,Bourges,Nevers,day,Bourges → Nevers,day
K8+,Paris Austerlitz Routiere,Orleans,day,Paris Austerlitz → Orleans,day
P9,Valencay,Romorantin Blanc Argent,day,Valencay → Romorantin Blanc Argent,day
P12,Courtalain Saint Pellerin,Chartres,day,Courtalain Saint Pellerin → Chartres,day
C3,Chartres Gare Rue Nicole,Paris Montparnasse Point Rencontre Groupes,day,Chartres Rue Nicole → Paris Montparnasse Point Rencontre Groupes,day
C3,Nogent Le Rotrou,Paris Montparnasse Point Rencontre Groupes,day,Nogent le Rotrou → Paris Montparnasse Point Rencontre Groupes,day
K72,Chalons En Champagne,Culmont Chalindrey,day,Chalons En Champagne → Culmont Chalindrey,day
C72+,Chalons En Champagne,Chaumont,day,Chalons En Champagne → Chaumont,day
C72+,Culmont Chalindrey,Saint Dizier,day,Culmont Chalindrey → Saint Dizier,day
K2,Paris Est,Epernay,day,Paris Est → Epernay,day
K2,Chalons En Champagne,Chateau Thierry,day,Chalons En Champagne → Chateau Thierry,day
K2,Chateau Thierry,Saint Dizier,day,Chateau Thierry → Saint Dizier,day
K2,Troyes,Chalons En Champagne,day,Troyes → Chalons En Champagne,day
K2,Troyes,Saint Dizier,day,Troyes → Saint Dizier,day
K2,Chalons En Champagne,Saint Dizier,day,Chalons En Champagne → Saint Dizier,day
K2,Bar Le Duc,Nancy,day,Bar le Duc → Nancy,day
INCONNU,Paris Est,Troyes,day,Paris Est → Troyes,day
P910,Sedan Place Calonne,We,day,Sedan Place Calonne → We,day
K31,Luneville,Nancy,day,Luneville → Nancy,day
P910,La Ferte Sur Chiers,Sachy,day,la Ferte Sur Chiers → Sachy,day
K31,Nancy,Sarrebourg,day,Nancy → Sarrebourg,day
C33,Strasbourg,Saverne,day,Strasbourg → Saverne,day
C25,Strasbourg,Kehl,day,Strasbourg → Kehl,day
C35,Strasbourg,Haguenau,day,Strasbourg → Haguenau,day
C37+,Haguenau,Wissembourg,day,Haguenau → Wissembourg,day
C38,Strasbourg,Roeschwoog,day,Strasbourg → Roeschwoog,day
C38,Strasbourg,Rountzenheim,day,Strasbourg → Rountzenheim,day
C38,Lauterbourg,Herrlisheim,day,Lauterbourg → Herrlisheim,day
C38,Lauterbourg,La Wantzenau Eglise,day,Lauterbourg → la Wantzenau Eglise,day
C38,Strasbourg,Seltz,day,Strasbourg → Seltz,day
C38,Roeschwoog,Bischheim Arret Cts R Gare,day,Roeschwoog → Bischheim Arret Cts R,day
C38,Strasbourg,Sessenheim,day,Strasbourg → Sessenheim,day
C38,Lauterbourg,Kilstett 13 Route Nationale,day,Lauterbourg → Kilstett 13 Route Nationale,day
P900,Verdun,Chalons En Champagne,day,Verdun → Chalons En Champagne,day
