route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,type
ICE,Basel Bad Bf,Brig,night,Basel → Brig,CH,CH,141.74,night
EC,Chiasso,Basel Bad Bf,night,Chiasso → Basel,CH,CH,221.41,night
EC,Como S Giovanni,Basel Bad Bf,night,Como S Giovanni → Basel,CH,CH,225.22,night
RB,Basel Bad Bf,Emmendingen,night,Basel → Emmendingen,CH,CH,63.97,night
RB,Erzingen Baden,Basel Bad Bf,night,Erzingen Baden → Basel,CH,CH,62.55,night
RE,Basel Bad Bf,Ettlingen West,night,Basel → Ettlingen West,CH,CH,164.04,night
ECE 85,Basel Bad Bf,Frankfurt Main Hbf,night,Basel → Frankfurt Main,CH,DE,292.73,night
RB,Freiburg Breisgau Hbf,Basel Bad Bf,night,Freiburg Breisgau → Basel,CH,CH,50.96,night
RE,Basel Bad Bf,Friedrichshafen Hafen,night,Basel → Friedrichshafen Hafen,CH,CH,140.93,night
RE,Basel Bad Bf,Friedrichshafen Stadt,night,Basel → Friedrichshafen Stadt,CH,CH,140.28,night
RB,Grenzach,Basel Bad Bf,night,Grenzach → Basel,CH,CH,4.35,night
ICE 43,Hamburg Altona S,Basel Bad Bf,night,Hamburg Altona S → Basel,DE,CH,685.45,night
ICE 20,Hamburg Dammtor,Basel Bad Bf,night,Hamburg Dammtor → Basel,DE,CH,687.25,night
Basel Bad Bf → Hamburg-Harburg,Basel Bad Bf,Hamburg Harburg,night,Basel → Hamburg Harburg,CH,DE,676.03,night
Basel Bad Bf → Hamburg Hbf,Basel Bad Bf,Hamburg Hbf,night,Basel → Hamburg,CH,DE,686.68,night
RE,Basel Bad Bf,Herbolzheim Breisgau,night,Basel → Herbolzheim Breisgau,CH,CH,73.98,night
ICE,Basel Bad Bf,Interlaken Ost,night,Basel → Interlaken Ost,CH,CH,99.49,night
RE,Basel Bad Bf,Karlsruhe Hbf,night,Basel → Karlsruhe,CH,CH,169.15,night
Basel Bad Bf → Köln Hbf,Basel Bad Bf,Koln Hbf,night,Basel → Koln,CH,DE,378.3,night
RB,Konstanz,Basel Bad Bf,night,Konstanz → Basel,CH,CH,118.15,night
RB,Lauchringen,Basel Bad Bf,night,Lauchringen → Basel,CH,CH,54.07,night
EC,Basel Bad Bf,Leipzig Hbf,night,Basel → Leipzig,CH,CH,543.47,night
S6,Basel Bad Bf,Lorrach Hbf,night,Basel → Lorrach,CH,CH,6.8,night
RB,Basel Bad Bf,Mullheim Im Markgraflerland,night,Basel → Mullheim Im Markgraflerland,CH,CH,26.96,night
ICE 60,Munchen Hbf,Basel Bad Bf,night,Munchen → Basel,DE,CH,301.54,night
München-Pasing → Basel Bad Bf,Munchen Pasing,Basel Bad Bf,night,Munchen Pasing → Basel,DE,CH,294.71,night
RB,Offenburg,Basel Bad Bf,night,Offenburg → Basel,CH,CH,104.21,night
RB,Orschweier,Basel Bad Bf,night,Orschweier → Basel,CH,CH,79.78,night
RE,Basel Bad Bf,Rastatt,night,Basel → Rastatt,CH,CH,150.7,night
RB,Rheinfelden Baden,Basel Bad Bf,night,Rheinfelden Baden → Basel,CH,CH,13.35,night
RB,Basel Bad Bf,Riegel Malterdingen,night,Basel → Riegel Malterdingen,CH,CH,66.15,night
S6,Basel Bad Bf,Schopfheim,night,Basel → Schopfheim,CH,CH,18.5,night
RE,Singen Hohentwiel,Basel Bad Bf,night,Singen Hohentwiel → Basel,CH,CH,94.86,night
RB,Basel Bad Bf,Stuhlingen,night,Basel → Stuhlingen,CH,CH,65.83,night
RE,Ulm Hbf,Basel Bad Bf,night,Ulm → Basel,CH,CH,199.55,night
RB,Waldshut,Basel Bad Bf,night,Waldshut → Basel,CH,CH,46.33,night
RB,Weizen,Basel Bad Bf,night,Weizen → Basel,CH,CH,68.86,night
S6,Zell Wiesental,Basel Bad Bf,night,Zell Wiesental → Basel,CH,CH,23.79,night
ICE,Zurich Hb,Basel Bad Bf,night,Zurich Hb → Basel,CH,CH,73.23,night
S3,Olten,Basel Dreispitz,night,Olten → Basel Dreispitz,CH,CH,30.46,night
EXT,Basel Sbb,Basel St Jakob,night,Basel Sbb → Basel St Jakob,CH,CH,2.31,night
IR26,Bellinzona,Basel Sbb,night,Bellinzona → Basel Sbb,CH,CH,185.95,night
Basel SBB → Berlin Hbf,Basel Sbb,Berlin Hbf,night,Basel Sbb → Berlin,CH,DE,690.06,night
Basel SBB → Berlin Hbf (tief),Basel Sbb,Berlin Hbf Tief,night,Basel Sbb → Berlin,CH,DE,690.06,night
Berlin Ostbahnhof → Basel SBB,Berlin Ostbahnhof,Basel Sbb,night,Berlin Ostbahnhof → Basel Sbb,DE,CH,691.54,night
IC6,Basel Sbb,Bern,night,Basel Sbb → Bern,CH,CH,67.52,night
EXT,Biel Bienne,Basel Sbb,night,Biel Bienne → Basel Sbb,CH,CH,52.98,night
ICE,Basel Sbb,Brig,night,Basel Sbb → Brig,CH,CH,139.86,night
S1,Basel Sbb,Brugg Ag,night,Basel Sbb → Brugg Ag,CH,CH,47.09,night
IR26,Basel Sbb,Cadenazzo,night,Basel Sbb → Cadenazzo,CH,CH,186.08,night
IC21,Chiasso,Basel Sbb,night,Chiasso → Basel Sbb,CH,CH,220.15,night
TER,Colmar,Basel Sbb,night,Colmar → Basel Sbb,CH,CH,61.14,night
EC,Basel Sbb,Como S Giovanni,night,Basel Sbb → Como S Giovanni,CH,CH,223.98,night
IC51,Delemont,Basel Sbb,night,Delemont → Basel Sbb,CH,CH,27.37,night
EC,Domodossola I,Basel Sbb,night,Domodossola I → Basel Sbb,CH,CH,168.07,night
IR26,Basel Sbb,Emmenbrucke,night,Basel Sbb → Emmenbrucke,CH,CH,74.44,night
IR26,Erstfeld,Basel Sbb,night,Erstfeld → Basel Sbb,CH,CH,113.86,night
ICE 12,Basel Sbb,Frankfurt Main Hbf,night,Basel Sbb → Frankfurt Main,CH,DE,295.22,night
ICE,Freiburg Breisgau Hbf,Basel Sbb,night,Freiburg Breisgau → Basel Sbb,CH,CH,53.48,night
S3,Frenkendorf Fullinsdorf,Basel Sbb,night,Frenkendorf Fullinsdorf → Basel Sbb,CH,CH,10.99,night
S1,Basel Sbb,Frick,night,Basel Sbb → Frick,CH,CH,32.11,night
S3,Basel Sbb,Gelterkinden,night,Basel Sbb → Gelterkinden,CH,CH,21.4,night
Hamburg-Altona → Basel SBB,Hamburg Altona,Basel Sbb,night,Hamburg Altona → Basel Sbb,DE,CH,687.91,night
ICE 43,Basel Sbb,Hamburg Altona S,night,Basel Sbb → Hamburg Altona S,CH,DE,687.92,night
ICE 20,Hamburg Dammtor,Basel Sbb,night,Hamburg Dammtor → Basel Sbb,DE,CH,689.71,night
Hamburg-Harburg → Basel SBB,Hamburg Harburg,Basel Sbb,night,Hamburg Harburg → Basel Sbb,DE,CH,678.5,night
ICE 20,Basel Sbb,Hamburg Harburg S,night,Basel Sbb → Hamburg Harburg S,CH,DE,678.5,night
ICE 20,Basel Sbb,Hamburg Hbf,night,Basel Sbb → Hamburg,CH,DE,689.15,night
IC61,Interlaken Ost,Basel Sbb,night,Interlaken Ost → Basel Sbb,CH,CH,97.6,night
Basel SBB → Köln Hbf,Basel Sbb,Koln Hbf,night,Basel Sbb → Koln,CH,DE,380.34,night
S3,Laufen,Basel Sbb,night,Laufen → Basel Sbb,CH,CH,15.67,night
S1,Laufenburg,Basel Sbb,night,Laufenburg → Basel Sbb,CH,CH,35.43,night
IC51,Lausanne,Basel Sbb,night,Lausanne → Basel Sbb,CH,CH,135.76,night
S3,Lausen,Basel Sbb,night,Lausen → Basel Sbb,CH,CH,15.39,night
EXT,Lenzburg,Basel Sbb,night,Lenzburg → Basel Sbb,CH,CH,46.99,night
S33,Basel Sbb,Liestal,night,Basel Sbb → Liestal,CH,CH,12.74,night
IR26,Basel Sbb,Locarno,night,Basel Sbb → Locarno,CH,CH,178.5,night
IC21,Basel Sbb,Lugano,night,Basel Sbb → Lugano,CH,CH,200.2,night
IC21,Luzern,Basel Sbb,night,Luzern → Basel Sbb,CH,CH,77.52,night
IC21,Mendrisio,Basel Sbb,night,Mendrisio → Basel Sbb,CH,CH,214.57,night
TER,Basel Sbb,Mulhouse,night,Basel Sbb → Mulhouse,CH,CH,28.44,night
ICE 60,Munchen Hbf,Basel Sbb,night,Munchen → Basel Sbb,DE,CH,303.39,night
ICE 60,Basel Sbb,Munchen Hbf Gl 5 10,night,Basel Sbb → Munchen Gl 5 10,CH,DE,303.13,night
S3,Basel Sbb,Olten,night,Basel Sbb → Olten,CH,CH,32.32,night
S1,Basel Sbb,Pratteln,night,Basel Sbb → Pratteln,CH,CH,8.08,night
TER,Saint Louis Haut Rhin,Basel Sbb,night,Saint Louis Haut Rhin → Basel Sbb,CH,CH,5.42,night
S33,Sissach,Basel Sbb,night,Sissach → Basel Sbb,CH,CH,19.18,night
IR36,Stein Sackingen,Basel Sbb,night,Stein Sackingen → Basel Sbb,CH,CH,26.97,night
IR26,Basel Sbb,Sursee,night,Basel Sbb → Sursee,CH,CH,56.74,night
S3,Tecknau,Basel Sbb,night,Tecknau → Basel Sbb,CH,CH,25.08,night
IC51,Yverdon Les Bains,Basel Sbb,night,Yverdon les Bains → Basel Sbb,CH,CH,111.33,night
S6,Basel Sbb,Zell Wiesental,night,Basel Sbb → Zell Wiesental,CH,CH,26.23,night
IR27,Basel Sbb,Zofingen,night,Basel Sbb → Zofingen,CH,CH,39.23,night
IR36,Basel Sbb,Zurich Flughafen,night,Basel Sbb → Zurich Flughafen,CH,CH,73.87,night
IC,Basel Sbb,Zurich Hb,night,Basel Sbb → Zurich Hb,CH,CH,73.9,night
IR36,Basel Sbb,Zurich Oerlikon,night,Basel Sbb → Zurich Oerlikon,CH,CH,73.31,night
EXT,Basel St Jakob,Olten,night,Basel St Jakob → Olten,CH,CH,30.32,night
EXT,Zurich Hb,Basel St Jakob,night,Zurich Hb → Basel St Jakob,CH,CH,71.59,night
SN,Stafa,Bassersdorf,night,Stafa → Bassersdorf,CH,CH,23.17,night
S24,Thalwil,Bassersdorf,night,Thalwil → Bassersdorf,CH,CH,16.52,night
SN,Uetikon,Bassersdorf,night,Uetikon → Bassersdorf,CH,CH,20.35,night
S24,Zug,Bassersdorf,night,Zug → Bassersdorf,CH,CH,30.62,night
S24,Zurich Flughafen,Bassersdorf,night,Zurich Flughafen → Bassersdorf,CH,CH,4.98,night
S24,Bassersdorf,Zurich Hb,night,Bassersdorf → Zurich Hb,CH,CH,9.33,night
SN,Zurich Tiefenbrunnen,Bassersdorf,night,Zurich Tiefenbrunnen → Bassersdorf,CH,CH,10.98,night
S8,Bern,Batterkinden,night,Bern → Batterkinden,CH,CH,21.4,night
S8,Worblaufen,Batterkinden,night,Worblaufen → Batterkinden,CH,CH,17.79,night
S8,Zollikofen,Batterkinden,night,Zollikofen → Batterkinden,CH,CH,15.25,night
EXT,Hinwil,Bauma,night,Hinwil → Bauma,CH,CH,8.18,night
S26,Bauma,Ruti Zh,night,Bauma → Ruti Zh,CH,CH,12.19,night
S26,Bauma,Winterthur,night,Bauma → Winterthur,CH,CH,18.67,night
S26,Bauma,Winterthur Gruze,night,Bauma → Winterthur Gruze,CH,CH,17.33,night
TER,Gare Du Nord,Beauvais,night,du Nord → Beauvais,FR,FR,63.55,night
S9,Emmenbrucke,Beinwil Am See,night,Emmenbrucke → Beinwil Am See,CH,CH,22.69,night
S9,Hochdorf,Beinwil Am See,night,Hochdorf → Beinwil Am See,CH,CH,12.92,night
S9,Beinwil Am See,Lenzburg,night,Beinwil Am See → Lenzburg,CH,CH,13.99,night
S9,Beinwil Am See,Luzern,night,Beinwil Am See → Luzern,CH,CH,25.48,night
TER,Belfort,Besancon Viotte,night,Belfort → Besancon Viotte,CH,CH,75.86,night
TER,Belfort,Bourg En Bresse,night,Belfort → Bourg En Bresse,CH,CH,202.23,night
TER,Delle,Belfort,night,Delle → Belfort,CH,CH,18.42,night
TER,Belfort,Epinal,night,Belfort → Epinal,CH,CH,67.91,night
TER,Lons Le Saunier,Belfort,night,Lons le Saunier → Belfort,CH,CH,145.63,night
TER,Lyon Part Dieu,Belfort,night,Lyon Part Dieu → Belfort,CH,CH,257.82,night
TER,Lyon Perrache,Belfort,night,Lyon Perrache → Belfort,CH,CH,260.49,night
TER,Belfort,Montbeliard,night,Belfort → Montbeliard,CH,CH,14.2,night
TER,Belfort,Mulhouse,night,Belfort → Mulhouse,CH,CH,38.57,night
TER,Belfort,Paris Est,night,Belfort → Paris Est,CH,CH,360.27,night
TER,Belfort,Saint Amour,night,Belfort → Saint Amour,CH,CH,176.21,night
TER,Belfort,Troyes,night,Belfort → Troyes,CH,CH,220.32,night
TER,Vesoul,Belfort,night,Vesoul → Belfort,CH,CH,52.61,night
TER,Chambery Challes Les Eaux,Bellegarde Sur Valserine,night,Chambery Challes les Eaux → Bellegarde Sur Valserine,CH,CH,60.42,night
TER,Bellegarde Sur Valserine,Evian Les Bains,night,Bellegarde Sur Valserine → Evian les Bains,CH,CH,66.02,night
TER,Bellegarde Sur Valserine,Geneve,night,Bellegarde Sur Valserine → Geneve,CH,CH,26.76,night
TER,Grenoble,Bellegarde Sur Valserine,night,Grenoble → Bellegarde Sur Valserine,CH,CH,102.64,night
TGV,Bellegarde Sur Valserine,Lausanne,night,Bellegarde Sur Valserine → Lausanne,CH,CH,76.43,night
TER,Lyon Part Dieu,Bellegarde Sur Valserine,night,Lyon Part Dieu → Bellegarde Sur Valserine,CH,CH,84.25,night
TGV,Bellegarde Sur Valserine,Paris Gare De Lyon,night,Bellegarde Sur Valserine → Paris de Lyon,CH,CH,399.56,night
TER,Pougny Chancy,Bellegarde Sur Valserine,night,Pougny Chancy → Bellegarde Sur Valserine,CH,CH,11.08,night
TER,Bellegarde Sur Valserine,St Gervais Les Bains Le Fayet,night,Bellegarde Sur Valserine → St Gervais les Bains le Fayet,CH,CH,71.31,night
TER,Valence,Bellegarde Sur Valserine,night,Valence → Bellegarde Sur Valserine,CH,CH,150.3,night
S10,Biasca,Bellinzona,night,Biasca → Bellinzona,CH,CH,17.92,night
S20,Cadenazzo,Bellinzona,night,Cadenazzo → Bellinzona,CH,CH,8.27,night
S10,Chiasso,Bellinzona,night,Chiasso → Bellinzona,CH,CH,40.39,night
S10,Como Camerlata,Bellinzona,night,Como Camerlata → Bellinzona,CH,CH,45.86,night
EC,Bellinzona,Como S Giovanni,night,Bellinzona → Como S Giovanni,CH,CH,43.1,night
S30,Bellinzona,Gallarate,night,Bellinzona → Gallarate,CH,CH,62.19,night
S20,Bellinzona,Locarno,night,Bellinzona → Locarno,CH,CH,17.75,night
RE,Lugano,Bellinzona,night,Lugano → Bellinzona,CH,CH,22.06,night
S30,Luino I,Bellinzona,night,Luino I → Bellinzona,CH,CH,31.55,night
IR46,Luzern,Bellinzona,night,Luzern → Bellinzona,CH,CH,109.78,night
S10,Bellinzona,Mendrisio,night,Bellinzona → Mendrisio,CH,CH,36.5,night
RE,Milano Centrale,Bellinzona,night,Milano Centrale → Bellinzona,CH,CH,79.92,night
IR26,Bellinzona,Olten,night,Bellinzona → Olten,CH,CH,154.39,night
S30,Bellinzona,Ternate Varano Borghi,night,Bellinzona → Ternate Varano Borghi,CH,CH,52.52,night
IC2,Bellinzona,Zurich Hb,night,Bellinzona → Zurich Hb,CH,CH,136.69,night
S3,Belp,Bern,night,Belp → Bern,CH,CH,8.05,night
S3,Biel Bienne,Belp,night,Biel Bienne → Belp,CH,CH,33.35,night
S3,Belp,Lyss,night,Belp → Lyss,CH,CH,25.44,night
S31,Munchenbuchsee,Belp,night,Munchenbuchsee → Belp,CH,CH,15.15,night
S3,Belp,Suberg Grossaffoltern,night,Belp → Suberg Grossaffoltern,CH,CH,22.44,night
S4,Thun,Belp,night,Thun → Belp,CH,CH,17.93,night
TER,Metz Ville,Bening Les Saint Avold,night,Metz Ville → Bening les Saint Avold,CH,CH,47.5,night
S26,Benzenschwil,Rotkreuz,night,Benzenschwil → Rotkreuz,CH,CH,12.67,night
R,Echallens,Bercher,night,Echallens → Bercher,CH,CH,8.04,night
R,Bercher,Lausanne Flon,night,Bercher → Lausanne Flon,CH,CH,19.94,night
R,Bergun Bravuogn,Preda,night,Bergun Bravuogn → Preda,CH,CH,5.37,night
R,Bergun Bravuogn,Samedan,night,Bergun Bravuogn → Samedan,CH,CH,14.56,night
IR38,Bergun Bravuogn,St Moritz,night,Bergun Bravuogn → St Moritz,CH,CH,16.68,night
S17,Wohlen Ag,Berikon Widen,night,Wohlen Ag → Berikon Widen,CH,CH,7.43,night
Berlin-Charlottenburg → Budapest-Keleti,Berlin Charlottenburg,Budapest Keleti,night,Berlin Charlottenburg → Budapest Keleti,DE,HU,692.62,night
Berlin-Charlottenburg → Wien Hbf,Berlin Charlottenburg,Wien Hbf,night,Berlin Charlottenburg → Wien,DE,AT,527.36,night
Berlin Gesundbrunnen → Budapest-Keleti,Berlin Gesundbrunnen,Budapest Keleti,night,Berlin Gesundbrunnen → Budapest Keleti,DE,HU,692.9,night
Frankfurt(M) Flughafen Fernbf → Berlin Gesundbrunnen,Frankfurt M Flughafen Fernbf,Berlin Gesundbrunnen,night,Frankfurt M Flughafen Fernbf → Berlin Gesundbrunnen,DE,DE,434.84,night
Berlin Gesundbrunnen → Frankfurt(Main)Hbf,Berlin Gesundbrunnen,Frankfurt Main Hbf,night,Berlin Gesundbrunnen → Frankfurt Main,DE,DE,425.86,night
Frankfurt(Main)Süd → Berlin Gesundbrunnen,Frankfurt Main Sud,Berlin Gesundbrunnen,night,Frankfurt Main Sud → Berlin Gesundbrunnen,DE,DE,425.23,night
Hamburg-Altona → Berlin Gesundbrunnen,Hamburg Altona,Berlin Gesundbrunnen,night,Hamburg Altona → Berlin Gesundbrunnen,DE,DE,256.35,night
ICE 23,Hamburg Altona S,Berlin Gesundbrunnen,night,Hamburg Altona S → Berlin Gesundbrunnen,DE,DE,256.49,night
Köln/Bonn Flughafen → Berlin Gesundbrunnen,Koln Bonn Flughafen,Berlin Gesundbrunnen,night,Koln Bonn Flughafen → Berlin Gesundbrunnen,DE,DE,469.94,night
Berlin Gesundbrunnen → Köln Hbf,Berlin Gesundbrunnen,Koln Hbf,night,Berlin Gesundbrunnen → Koln,DE,DE,477.12,night
Berlin Gesundbrunnen → München Hbf,Berlin Gesundbrunnen,Munchen Hbf,night,Berlin Gesundbrunnen → Munchen,DE,DE,507.09,night
Berlin Gesundbrunnen → Wien Hbf,Berlin Gesundbrunnen,Wien Hbf,night,Berlin Gesundbrunnen → Wien,DE,AT,529.39,night
Berlin Gesundbrunnen → Zürich HB,Berlin Gesundbrunnen,Zurich Hb,night,Berlin Gesundbrunnen → Zurich Hb,DE,CH,671.1,night
Frankfurt(M) Flughafen Fernbf → Berlin Hbf (tief),Frankfurt M Flughafen Fernbf,Berlin Hbf Tief,night,Frankfurt M Flughafen Fernbf → Berlin,DE,DE,432.24,night
Berlin Hbf (tief) → Frankfurt(Main)Hbf,Berlin Hbf Tief,Frankfurt Main Hbf,night,Berlin → Frankfurt Main,DE,DE,423.26,night
Hamburg-Altona → Berlin Hbf (tief),Hamburg Altona,Berlin Hbf Tief,night,Hamburg Altona → Berlin,DE,DE,256.41,night
Hamburg Dammtor → Berlin Hbf (tief),Hamburg Dammtor,Berlin Hbf Tief,night,Hamburg Dammtor → Berlin,DE,DE,253.55,night
Köln Hbf → Berlin Hbf (tief),Koln Hbf,Berlin Hbf Tief,night,Koln → Berlin,DE,DE,475.05,night
Berlin Hbf (tief) → München Hbf,Berlin Hbf Tief,Munchen Hbf,night,Berlin → Munchen,DE,DE,504.25,night
Wien Hbf → Berlin Hbf (tief),Wien Hbf,Berlin Hbf Tief,night,Wien → Berlin,AT,DE,527.57,night
ICE 13,Frankfurt M Flughafen Fernbf,Berlin Hbf,night,Frankfurt M Flughafen Fernbf → Berlin,DE,DE,432.16,night
ICE 3,Frankfurt M Flughafen Regionalbf,Berlin Hbf,night,Frankfurt M Flughafen Regionalbf → Berlin,DE,DE,432.27,night
ICE 15,Frankfurt Main Hbf,Berlin Hbf,night,Frankfurt Main → Berlin,DE,DE,423.32,night
Berlin Hbf → Hamburg-Altona,Berlin Hbf,Hamburg Altona,night,Berlin → Hamburg Altona,DE,DE,256.41,night
ICE 23,Berlin Hbf,Hamburg Altona S,night,Berlin → Hamburg Altona S,DE,DE,256.45,night
ICE 23,Hamburg Dammtor,Berlin Hbf,night,Hamburg Dammtor → Berlin,DE,DE,253.55,night
ICE 23,Berlin Hbf,Hamburg Hbf,night,Berlin → Hamburg,DE,DE,252.17,night
Berlin Hbf → Köln Hbf,Berlin Hbf,Koln Hbf,night,Berlin → Koln,DE,DE,475.05,night
ICE 28,Munchen Hbf,Berlin Hbf,night,Munchen → Berlin,DE,DE,504.2,night
Berlin Hbf → Zürich HB,Berlin Hbf,Zurich Hb,night,Berlin → Zurich Hb,DE,CH,668.23,night
Frankfurt(M) Flughafen Fernbf → Berlin Ostbahnhof,Frankfurt M Flughafen Fernbf,Berlin Ostbahnhof,night,Frankfurt M Flughafen Fernbf → Berlin Ostbahnhof,DE,DE,434.73,night
Berlin Ostbahnhof → Frankfurt(Main)Hbf,Berlin Ostbahnhof,Frankfurt Main Hbf,night,Berlin Ostbahnhof → Frankfurt Main,DE,DE,425.75,night
Frankfurt(Main)Süd → Berlin Ostbahnhof,Frankfurt Main Sud,Berlin Ostbahnhof,night,Frankfurt Main Sud → Berlin Ostbahnhof,DE,DE,425.09,night
ICE 23,Hamburg Altona S,Berlin Ostbahnhof,night,Hamburg Altona S → Berlin Ostbahnhof,DE,DE,261.13,night
Köln/Bonn Flughafen → Berlin Ostbahnhof,Koln Bonn Flughafen,Berlin Ostbahnhof,night,Koln Bonn Flughafen → Berlin Ostbahnhof,DE,DE,471.37,night
Berlin Ostbahnhof → Köln Hbf,Berlin Ostbahnhof,Koln Hbf,night,Berlin Ostbahnhof → Koln,DE,DE,478.67,night
Köln Messe/Deutz Gl.11-12 → Berlin Ostbahnhof,Koln Messe Deutz Gl 11 12,Berlin Ostbahnhof,night,Koln Messe Deutz Gl 11 12 → Berlin Ostbahnhof,DE,DE,477.74,night
Berlin Ostbahnhof → München Hbf,Berlin Ostbahnhof,Munchen Hbf,night,Berlin Ostbahnhof → Munchen,DE,DE,503.83,night
Berlin Ostbahnhof → Zürich HB,Berlin Ostbahnhof,Zurich Hb,night,Berlin Ostbahnhof → Zurich Hb,DE,CH,669.24,night
ICE 3,Frankfurt M Flughafen Regionalbf,Berlin Sudkreuz,night,Frankfurt M Flughafen Regionalbf → Berlin Sudkreuz,DE,DE,428.75,night
Berlin Südkreuz → Frankfurt(Main)Hbf,Berlin Sudkreuz,Frankfurt Main Hbf,night,Berlin Sudkreuz → Frankfurt Main,DE,DE,419.63,night
Berlin Südkreuz → Hamburg-Altona,Berlin Sudkreuz,Hamburg Altona,night,Berlin Sudkreuz → Hamburg Altona,DE,DE,258.83,night
ICE 23,Hamburg Altona S,Berlin Sudkreuz,night,Hamburg Altona S → Berlin Sudkreuz,DE,DE,258.81,night
Berlin Südkreuz → Hamburg Dammtor,Berlin Sudkreuz,Hamburg Dammtor,night,Berlin Sudkreuz → Hamburg Dammtor,DE,DE,256.02,night
Berlin Südkreuz → Hamburg Hbf,Berlin Sudkreuz,Hamburg Hbf,night,Berlin Sudkreuz → Hamburg,DE,DE,254.59,night
Berlin Südkreuz → Köln Hbf,Berlin Sudkreuz,Koln Hbf,night,Berlin Sudkreuz → Koln,DE,DE,472.96,night
ICE 11,Munchen Hbf,Berlin Sudkreuz,night,Munchen → Berlin Sudkreuz,DE,DE,498.83,night
Berlin Wannsee → Zürich HB,Berlin Wannsee,Zurich Hb,night,Berlin Wannsee → Zurich Hb,DE,CH,651.48,night
S5,Bern Brunnen Westside,Kerzers,night,Bern Brunnen Westside → Kerzers,CH,CH,14.27,night
IR66,La Chaux De Fonds,Bern Brunnen Westside,night,la Chaux de Fonds → Bern Brunnen Westside,CH,CH,45.04,night
S5,Bern Brunnen Westside,Neuchatel,night,Bern Brunnen Westside → Neuchatel,CH,CH,33.86,night
EXT,Bern Wankdorf,Burgdorf,night,Bern Wankdorf → Burgdorf,CH,CH,15.71,night
EXT,Bern Wankdorf,Lutzelfluh Goldbach,night,Bern Wankdorf → Lutzelfluh Goldbach,CH,CH,16.96,night
IR65,Biel Bienne,Bern,night,Biel Bienne → Bern,CH,CH,25.3,night
S7,Bern,Boll Utzigen,night,Bern → Boll Utzigen,CH,CH,8.18,night
S7,Bern,Bolligen,night,Bern → Bolligen,CH,CH,4.99,night
IC6,Brig,Bern,night,Brig → Bern,CH,CH,81.58,night
RE,Broc Chocolaterie,Bern,night,Broc Chocolaterie → Bern,CH,CH,45.7,night
IR16,Brugg Ag,Bern,night,Brugg Ag → Bern,CH,CH,82.94,night
RE,Bulle,Bern,night,Bulle → Bern,CH,CH,46.99,night
S44,Burgdorf,Bern,night,Burgdorf → Bern,CH,CH,18.61,night
IR35,Bern,Chur,night,Bern → Chur,CH,CH,159.13,night
IC,Bern,Domodossola I,night,Bern → Domodossola I,CH,CH,113.53,night
S1,Dudingen,Bern,night,Dudingen → Bern,CH,CH,21.84,night
S1,Flamatt,Bern,night,Flamatt → Bern,CH,CH,11.29,night
RE,Fraubrunnen,Bern,night,Fraubrunnen → Bern,CH,CH,16.56,night
S1,Bern,Fribourg Freiburg,night,Bern → Fribourg Freiburg,CH,CH,27.24,night
EXT,Bern,Frutigen,night,Bern → Frutigen,CH,CH,43.16,night
IC1,Bern,Geneve Aeroport,night,Bern → Geneve Aeroport,CH,CH,128.95,night
S2,Bern,Gumligen,night,Bern → Gumligen,CH,CH,5.29,night
S4,Bern,Hasle Ruegsau,night,Bern → Hasle Ruegsau,CH,CH,18.03,night
IC61,Interlaken Ost,Bern,night,Interlaken Ost → Bern,CH,CH,43.53,night
S8,Bern,Jegenstorf,night,Bern → Jegenstorf,CH,CH,12.15,night
S5,Bern,Kerzers,night,Bern → Kerzers,CH,CH,18.92,night
S6,Bern,Koniz,night,Bern → Koniz,CH,CH,3.26,night
IR66,Bern,La Chaux De Fonds,night,Bern → la Chaux de Fonds,CH,CH,49.36,night
RE,Langnau I E,Bern,night,Langnau I E → Bern,CH,CH,26.22,night
S2,Bern,Laupen Be,night,Bern → Laupen Be,CH,CH,15.88,night
IR15,Bern,Lausanne,night,Bern → Lausanne,CH,CH,78.22,night
S4,Bern,Lutzelfluh Goldbach,night,Bern → Lutzelfluh Goldbach,CH,CH,19.48,night
RE,Luzern,Bern,night,Luzern → Bern,CH,CH,67.01,night
S3,Lyss,Bern,night,Lyss → Bern,CH,CH,17.39,night
RE,Malters,Bern,night,Malters → Bern,CH,CH,57.22,night
S2,Bern,Munsingen,night,Bern → Munsingen,CH,CH,12.41,night
RE,Neuchatel,Bern,night,Neuchatel → Bern,CH,CH,38.57,night
IR35,Bern,Olten,night,Bern → Olten,CH,CH,57.14,night
IR35,Pfaffikon Sz,Bern,night,Pfaffikon Sz → Bern,CH,CH,105.26,night
RE,Bern,Pontarlier,night,Bern → Pontarlier,CH,CH,82.63,night
IC8,Bern,Romanshorn,night,Bern → Romanshorn,CH,CH,161.68,night
RE,Schupfheim,Bern,night,Schupfheim → Bern,CH,CH,43.72,night
S6,Schwarzenburg,Bern,night,Schwarzenburg → Bern,CH,CH,16.18,night
RE,Bern,Solothurn,night,Bern → Solothurn,CH,CH,29.46,night
RE,Spiez,Bern,night,Spiez → Bern,CH,CH,34.46,night
