route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km
RE,basel bad bf,rastatt,day,Basel → Rastatt,CH,CH,150.7
RB,basel bad bf,riegel malterdingen,day,Basel → Riegel Malterdingen,CH,CH,66.15
S6,basel bad bf,schopfheim,day,Basel → Schopfheim,CH,CH,18.5
RB,basel bad bf,stuhlingen,day,Basel → Stuhlingen,CH,CH,65.83
IC21,basel sbb,arth goldau,day,Basel Sbb → Arth Goldau,CH,CH,91.16
IR36,basel sbb,baden,day,Basel Sbb → Baden,CH,CH,54.51
ICE,basel sbb,basel bad bf,day,Basel Sbb → Basel,CH,CH,2.57
EXT,basel sbb,basel st jakob,day,Basel Sbb → Basel St Jakob,CH,CH,2.31
IC6,basel sbb,bern,day,Basel Sbb → Bern,CH,CH,67.52
S1,basel sbb,brugg ag,day,Basel Sbb → Brugg Ag,CH,CH,47.09
IR26,basel sbb,cadenazzo,day,Basel Sbb → Cadenazzo,CH,CH,186.08
EC,basel sbb,como s giovanni,day,Basel Sbb → Como S Giovanni,CH,CH,223.98
IR26,basel sbb,emmenbrucke,day,Basel Sbb → Emmenbrucke,CH,CH,74.44
S1,basel sbb,frick,day,Basel Sbb → Frick,CH,CH,32.11
S3,basel sbb,gelterkinden,day,Basel Sbb → Gelterkinden,CH,CH,21.4
S33,basel sbb,liestal,day,Basel Sbb → Liestal,CH,CH,12.74
IR26,basel sbb,locarno,day,Basel Sbb → Locarno,CH,CH,178.5
IC21,basel sbb,lugano,day,Basel Sbb → Lugano,CH,CH,200.2
TER,basel sbb,mulhouse,day,Basel Sbb → Mulhouse,CH,CH,28.44
S3,basel sbb,olten,day,Basel Sbb → Olten,CH,CH,32.32
S1,basel sbb,pratteln,day,Basel Sbb → Pratteln,CH,CH,8.08
K200,basel sbb,strasbourg,day,Basel Sbb → Strasbourg,FR,FR,115.89
IR26,basel sbb,sursee,day,Basel Sbb → Sursee,CH,CH,56.74
S6,basel sbb,zell wiesental,day,Basel Sbb → Zell Wiesental,CH,CH,26.23
IR27,basel sbb,zofingen,day,Basel Sbb → Zofingen,CH,CH,39.23
IR36,basel sbb,zurich flughafen,day,Basel Sbb → Zurich Flughafen,CH,CH,73.87
IR36,basel sbb,zurich oerlikon,day,Basel Sbb → Zurich Oerlikon,CH,CH,73.31
EXT,basel st jakob,olten,day,Basel St Jakob → Olten,CH,CH,30.32
S24,bassersdorf,zurich hb,day,Bassersdorf → Zurich Hb,CH,CH,9.33
S26,bauma,ruti zh,day,Bauma → Ruti Zh,CH,CH,12.19
S26,bauma,winterthur,day,Bauma → Winterthur,CH,CH,18.67
S26,bauma,winterthur gruze,day,Bauma → Winterthur Gruze,CH,CH,17.33
D51,bayonne,biganos facture,day,Bayonne → Biganos Facture,FR,FR,133.07
L51,bayonne,bordeaux saint jean,day,Bayonne → Bordeaux Saint Jean,FR,FR,164.78
F54,bayonne,cambo les bains,day,Bayonne → Cambo les Bains,FR,FR,15.77
L53,bayonne,coarraze nay,day,Bayonne → Coarraze Nay,FR,FR,105.36
F51,bayonne,dax,day,Bayonne → Dax,FR,FR,41.98
L53,bayonne,hendaye,day,Bayonne → Hendaye,FR,FR,29.79
L53,bayonne,pau,day,Bayonne → Pau,FR,FR,91.81
L54,bayonne,saint jean pied de port,day,Bayonne → Saint Jean Pied de Port,FR,FR,41.15
552A,bayonne,toulouse matabiau,day,Bayonne → Toulouse Matabiau,FR,FR,235.96
P30,beauvais,abancourt,day,Beauvais → Abancourt,FR,FR,36.66
P32,beauvais,creil,day,Beauvais → Creil,FR,FR,32.99
P9,bedarieux,beziers,day,Bedarieux → Beziers,FR,FR,30.8
S9,beinwil am see,lenzburg,day,Beinwil Am See → Lenzburg,CH,CH,13.99
S9,beinwil am see,luzern,day,Beinwil Am See → Luzern,CH,CH,25.48
TER,belfort,besancon viotte,day,Belfort → Besancon Viotte,CH,CH,75.86
TER,belfort,bourg en bresse,day,Belfort → Bourg En Bresse,CH,CH,202.23
TER,belfort,epinal,day,Belfort → Epinal,CH,CH,67.91
TER,belfort,montbeliard,day,Belfort → Montbeliard,CH,CH,14.2
TER,belfort,mulhouse,day,Belfort → Mulhouse,CH,CH,38.57
TER,belfort,paris est,day,Belfort → Paris Est,CH,CH,360.27
TER,belfort,saint amour,day,Belfort → Saint Amour,CH,CH,176.21
TER,belfort,troyes,day,Belfort → Troyes,CH,CH,220.32
C3,belfort ville,besancon viotte,day,Belfort Ville → Besancon Viotte,FR,FR,75.9
K13,belfort ville,bourg en bresse,day,Belfort Ville → Bourg En Bresse,FR,FR,202.21
C5,belfort ville,delle,day,Belfort Ville → Delle,FR,FR,18.35
P50,belfort ville,epinal,day,Belfort Ville → Epinal,FR,FR,67.92
C13,belfort ville,montbeliard,day,Belfort Ville → Montbeliard,FR,FR,14.21
C13,belfort ville,montreux vieux,day,Belfort Ville → Montreux Vieux,FR,FR,12.96
C13,belfort ville,mulhouse,day,Belfort Ville → Mulhouse,FR,FR,38.58
K4,belfort ville,paris est,day,Belfort Ville → Paris Est,FR,FR,360.34
K4,belfort ville,troyes,day,Belfort Ville → Troyes,FR,FR,220.31
P45,belfort ville,vesoul,day,Belfort Ville → Vesoul,FR,FR,52.65
C43,bellegarde,chamonix mont blanc,day,Bellegarde → Chamonix Mont Blanc,FR,FR,83.71
K1+,bellegarde,geneve cornavin,day,Bellegarde → Geneve Cornavin,FR,FR,27.0
C43,bellegarde,la roche sur foron,day,Bellegarde → la Roche Sur Foron,FR,FR,37.34
K1+,bellegarde,lyon part dieu,day,Bellegarde → Lyon Part Dieu,FR,FR,84.04
K1+,bellegarde,lyon part dieu gare routiere,day,Bellegarde → Lyon Part Dieu,FR,FR,83.77
C43,bellegarde,saint gervais les bains le fayet,day,Bellegarde → Saint Gervais les Bains le Fayet,FR,FR,71.46
TER,bellegarde sur valserine,annemasse,day,Bellegarde Sur Valserine → Annemasse,CH,CH,33.11
TER,bellegarde sur valserine,evian les bains,day,Bellegarde Sur Valserine → Evian les Bains,CH,CH,66.02
TER,bellegarde sur valserine,geneve,day,Bellegarde Sur Valserine → Geneve,CH,CH,26.76
TGV,bellegarde sur valserine,lausanne,day,Bellegarde Sur Valserine → Lausanne,CH,CH,76.43
TGV,bellegarde sur valserine,paris gare de lyon,day,Bellegarde Sur Valserine → Paris de Lyon,CH,CH,399.56
TER,bellegarde sur valserine,st gervais les bains le fayet,day,Bellegarde Sur Valserine → St Gervais les Bains le Fayet,CH,CH,71.31
IR26,bellinzona,basel sbb,day,Bellinzona → Basel Sbb,CH,CH,185.95
EC,bellinzona,como s giovanni,day,Bellinzona → Como S Giovanni,CH,CH,43.1
S30,bellinzona,gallarate,day,Bellinzona → Gallarate,CH,CH,62.19
S20,bellinzona,locarno,day,Bellinzona → Locarno,CH,CH,17.75
S10,bellinzona,mendrisio,day,Bellinzona → Mendrisio,CH,CH,36.5
IR26,bellinzona,olten,day,Bellinzona → Olten,CH,CH,154.39
S30,bellinzona,ternate varano borghi,day,Bellinzona → Ternate Varano Borghi,CH,CH,52.52
IC2,bellinzona,zurich hb,day,Bellinzona → Zurich Hb,CH,CH,136.69
S3,belp,bern,day,Belp → Bern,CH,CH,8.05
S3,belp,lyss,day,Belp → Lyss,CH,CH,25.44
S3,belp,suberg grossaffoltern,day,Belp → Suberg Grossaffoltern,CH,CH,22.44
C33,benfeld,strasbourg,day,Benfeld → Strasbourg,FR,FR,25.94
P53,bening les saint avold,bitche quartier driant,day,Bening les Saint Avold → Bitche Quartier Driant,FR,FR,46.63
C52,bening les saint avold,metz,day,Bening les Saint Avold → Metz,FR,FR,47.51
C52,bening les saint avold,sarrebruck,day,Bening les Saint Avold → Sarrebruck,FR,FR,16.45
S26,benzenschwil,rotkreuz,day,Benzenschwil → Rotkreuz,CH,CH,12.67
R,bercher,lausanne flon,day,Bercher → Lausanne Flon,CH,CH,19.94
D33,bergerac,bordeaux saint jean,day,Bergerac → Bordeaux Saint Jean,FR,FR,82.53
L33,bergerac,libourne,day,Bergerac → Libourne,FR,FR,57.53
D33,bergerac,sarlat,day,Bergerac → Sarlat,FR,FR,57.68
R,bergun bravuogn,preda,day,Bergun Bravuogn → Preda,CH,CH,5.37
R,bergun bravuogn,samedan,day,Bergun Bravuogn → Samedan,CH,CH,14.56
IR38,bergun bravuogn,st moritz,day,Bergun Bravuogn → St Moritz,CH,CH,16.68
651A,berlin gesundbrunnen,paris est,day,Berlin Gesundbrunnen → Paris Est,FR,FR,876.29
S8,bern,batterkinden,day,Bern → Batterkinden,CH,CH,21.4
S7,bern,boll utzigen,day,Bern → Boll Utzigen,CH,CH,8.18
S7,bern,bolligen,day,Bern → Bolligen,CH,CH,4.99
IR35,bern,chur,day,Bern → Chur,CH,CH,159.13
IC,bern,domodossola i,day,Bern → Domodossola I,CH,CH,113.53
P38,bern,frasne,day,Bern → Frasne,FR,FR,97.87
S1,bern,fribourg freiburg,day,Bern → Fribourg Freiburg,CH,CH,27.24
EXT,bern,frutigen,day,Bern → Frutigen,CH,CH,43.16
IC1,bern,geneve aeroport,day,Bern → Geneve Aeroport,CH,CH,128.95
S2,bern,gumligen,day,Bern → Gumligen,CH,CH,5.29
S4,bern,hasle ruegsau,day,Bern → Hasle Ruegsau,CH,CH,18.03
S8,bern,jegenstorf,day,Bern → Jegenstorf,CH,CH,12.15
S5,bern,kerzers,day,Bern → Kerzers,CH,CH,18.92
S6,bern,koniz,day,Bern → Koniz,CH,CH,3.26
IR66,bern,la chaux de fonds,day,Bern → la Chaux de Fonds,CH,CH,49.36
S2,bern,laupen be,day,Bern → Laupen Be,CH,CH,15.88
IR15,bern,lausanne,day,Bern → Lausanne,CH,CH,78.22
S4,bern,lutzelfluh goldbach,day,Bern → Lutzelfluh Goldbach,CH,CH,19.48
S2,bern,munsingen,day,Bern → Munsingen,CH,CH,12.41
IR35,bern,olten,day,Bern → Olten,CH,CH,57.14
RE,bern,pontarlier,day,Bern → Pontarlier,CH,CH,82.63
IC8,bern,romanshorn,day,Bern → Romanshorn,CH,CH,161.68
RE,bern,solothurn,day,Bern → Solothurn,CH,CH,29.46
IC1,bern,st gallen,day,Bern → St Gallen,CH,CH,155.14
RE,bern,wolhusen,day,Bern → Wolhusen,CH,CH,50.01
S8,bern,zollikofen,day,Bern → Zollikofen,CH,CH,6.16
IR,bern,zurich flughafen,day,Bern → Zurich Flughafen,CH,CH,101.55
RE,bern,zweisimmen,day,Bern → Zweisimmen,CH,CH,44.23
S5,bern brunnen westside,kerzers,day,Bern Brunnen Westside → Kerzers,CH,CH,14.27
S5,bern brunnen westside,neuchatel,day,Bern Brunnen Westside → Neuchatel,CH,CH,33.86
EXT,bern wankdorf,burgdorf,day,Bern Wankdorf → Burgdorf,CH,CH,15.71
EXT,bern wankdorf,lutzelfluh goldbach,day,Bern Wankdorf → Lutzelfluh Goldbach,CH,CH,16.96
P835,berthelming mairie,sarrebourg route de phalsbourg,day,Berthelming Mairie → Sarrebourg Route de Phalsbourg,FR,FR,9.67
P10,besancon viotte,besancon franche comte tgv,day,Besancon Viotte → Besancon Franche Comte Tgv,FR,FR,8.45
TER,besancon viotte,besancon franche comte tgv,day,Besancon Viotte → Besancon Franche Comte Tgv,CH,CH,8.5
P33,besancon viotte,bourg en bresse,day,Besancon Viotte → Bourg En Bresse,FR,FR,131.66
TER,besancon viotte,bourg en bresse,day,Besancon Viotte → Bourg En Bresse,CH,CH,131.72
C11,besancon viotte,dijon,day,Besancon Viotte → Dijon,FR,FR,75.51
TER,besancon viotte,dijon,day,Besancon Viotte → Dijon,CH,CH,75.59
TER,besancon viotte,ecole valentin,day,Besancon Viotte → Ecole Valentin,CH,CH,3.68
TER,besancon viotte,le valdahon,day,Besancon Viotte → le Valdahon,CH,CH,26.52
P33,besancon viotte,lons le saunier,day,Besancon Viotte → Lons le Saunier,FR,FR,73.58
P33,besancon viotte,lyon part dieu,day,Besancon Viotte → Lyon Part Dieu,FR,FR,187.71
611A,besancon viotte,paris montparnasse hall 1 2,day,Besancon Viotte → Paris Montparnasse Hall 1 2,FR,FR,327.26
TER,besancon viotte,saint amour,day,Besancon Viotte → Saint Amour,CH,CH,104.5
P8,besancon viotte,saint claude,day,Besancon Viotte → Saint Claude,FR,FR,96.09
TER,besancon viotte,saint claude,day,Besancon Viotte → Saint Claude,CH,CH,96.23
P51,bethune,etaples le touquet,day,Bethune → Etaples le Touquet,FR,FR,70.56
K50,bethune,lille flandres,day,Bethune → Lille Flandres,FR,FR,32.91
P51,bethune,saint pol sur ternoise,day,Bethune → Saint Pol Sur Ternoise,FR,FR,26.55
C50+,bettembourg,metz,day,Bettembourg → Metz,FR,FR,45.55
EXT,bettmeralp talstation,brig bahnhofplatz,day,Bettmeralp Talstation → Brig Bahnhofplatz,CH,CH,9.03
R,bevieux,villars sur ollon,day,Bevieux → Villars Sur Ollon,CH,CH,4.58
R,bex,bevieux,day,Bex → Bevieux,CH,CH,2.47
R,bex,cossonay penthalaz,day,Bex → Cossonay Penthalaz,CH,CH,53.76
R,bex,grandson,day,Bex → Grandson,CH,CH,67.52
K8,beziers,avignon centre,day,Beziers → Avignon Centre,FR,FR,144.33
723A,beziers,clermont ferrand,day,Beziers → Clermont Ferrand,FR,FR,271.77
180A,beziers,marseille saint charles,day,Beziers → Marseille Saint Charles,FR,FR,174.9
723A,beziers,neussargues,day,Beziers → Neussargues,FR,FR,199.86
IC,beziers,neussargues,day,Beziers → Neussargues,CH,CH,199.84
P9,beziers,saint chely d apcher,day,Beziers → Saint Chely D Apcher,FR,FR,163.01
S10,biasca,bellinzona,day,Biasca → Bellinzona,CH,CH,17.92
S10,biasca,como camerlata,day,Biasca → Como Camerlata,CH,CH,63.62
S10,biasca,mendrisio,day,Biasca → Mendrisio,CH,CH,53.69
S31,biberbrugg,arth goldau,day,Biberbrugg → Arth Goldau,CH,CH,17.73
S40,biberbrugg,einsiedeln,day,Biberbrugg → Einsiedeln,CH,CH,3.5
IR,biberbrugg,luzern,day,Biberbrugg → Luzern,CH,CH,33.38
EXT,biel bienne,basel sbb,day,Biel Bienne → Basel Sbb,CH,CH,52.98
S3,biel bienne,belp,day,Biel Bienne → Belp,CH,CH,33.35
IR65,biel bienne,bern,day,Biel Bienne → Bern,CH,CH,25.3
RE,biel bienne,brig,day,Biel Bienne → Brig,CH,CH,106.81
RE,biel bienne,delemont,day,Biel Bienne → Delemont,CH,CH,26.73
S37,biel bienne,ins dorf,day,Biel Bienne → Ins Dorf,CH,CH,17.51
RE,biel bienne,la chaux de fonds,day,Biel Bienne → la Chaux de Fonds,CH,CH,31.78
IC5,biel bienne,lausanne,day,Biel Bienne → Lausanne,CH,CH,82.91
S3,biel bienne,lyss,day,Biel Bienne → Lyss,CH,CH,7.91
R,biel bienne,malleray bevilard,day,Biel Bienne → Malleray Bevilard,CH,CH,12.03
R,biel bienne,moutier,day,Biel Bienne → Moutier,CH,CH,19.47
IR56,biel bienne,munchenstein,day,Biel Bienne → Munchenstein,CH,CH,50.87
RE,biel bienne,porrentruy,day,Biel Bienne → Porrentruy,CH,CH,34.3
IC5,biel bienne,rorschach,day,Biel Bienne → Rorschach,CH,CH,174.83
R,biel bienne,sonceboz sombeval,day,Biel Bienne → Sonceboz Sombeval,CH,CH,8.91
S37,biel bienne,tauffelen,day,Biel Bienne → Tauffelen,CH,CH,8.11
S31,biel bienne,wabern bei bern,day,Biel Bienne → Wabern Bei Bern,CH,CH,27.43
S3,biel bienne,zollikofen,day,Biel Bienne → Zollikofen,CH,CH,22.14
IR55,biel bienne,zurich hb,day,Biel Bienne → Zurich Hb,CH,CH,101.64
IR56,biel bienne,zwingen,day,Biel Bienne → Zwingen,CH,CH,39.87
R,biere,apples,day,Biere → Apples,CH,CH,6.79
R,biere,morges,day,Biere → Morges,CH,CH,12.37
F41+,biganos facture,arcachon,day,Biganos Facture → Arcachon,FR,FR,15.93
F41+,biganos facture,coutras,day,Biganos Facture → Coutras,FR,FR,79.4
D51,biganos facture,hendaye,day,Biganos Facture → Hendaye,FR,FR,157.0
L45,biganos facture,mont de marsan,day,Biganos Facture → Mont de Marsan,FR,FR,91.39
S5,bischofszell stadt,weinfelden,day,Bischofszell Stadt → Weinfelden,CH,CH,13.07
P817,bitche ancienne gare,niederbronn les bains,day,Bitche Ancienne → Niederbronn les Bains,FR,FR,18.21
P838,bitche ancienne gare,sarreguemines,day,Bitche Ancienne → Sarreguemines,FR,FR,27.27
P817,bitche camp,niederbronn les bains,day,Bitche Camp → Niederbronn les Bains,FR,FR,15.75
P817,bitche quartier driant,niederbronn les bains,day,Bitche Quartier Driant → Niederbronn les Bains,FR,FR,17.27
P838,bitche quartier driant,sarreguemines,day,Bitche Quartier Driant → Sarreguemines,FR,FR,28.83
P17,blere la croix,saint pierre des corps,day,Blere la Croix → Saint Pierre des Corps,FR,FR,20.61
P17,blere la croix,tours,day,Blere la Croix → Tours,FR,FR,22.96
P16,blois chambord,orleans,day,Blois Chambord → Orleans,FR,FR,56.3
R,blonay,chamby musee,day,Blonay → Chamby Musee,CH,CH,1.83
R,blonay,lally,day,Blonay → Lally,CH,CH,2.04
R,blonay,les chevalleyres,day,Blonay → les Chevalleyres,CH,CH,1.11
R,blonay,les pleiades,day,Blonay → les Pleiades,CH,CH,2.24
R,blonay,vevey,day,Blonay → Vevey,CH,CH,4.03
S2,bludenz,schaan vaduz,day,Bludenz → Schaan Vaduz,CH,CH,23.24
TER,boen,saint etienne chateaucreux,day,Boen → Saint Etienne Chateaucreux,CH,CH,45.15
P70,boen,st etienne chatcrx g routiere,day,Boen → St Etienne Chatcrx G,FR,FR,45.31
P72,bois d oingt,lozanne,day,Bois D Oingt → Lozanne,FR,FR,10.57
R,bonfol,porrentruy,day,Bonfol → Porrentruy,CH,CH,8.19
E12,bonneville,chambery challes les eaux,day,Bonneville → Chambery Challes les Eaux,FR,FR,68.22
E04,bonneville,lyon part dieu gare routiere,day,Bonneville → Lyon Part Dieu,FR,FR,125.22
L1,bons en chablais,annemasse,day,Bons En Chablais → Annemasse,FR,FR,12.73
S5,bonstetten wettswil,zug,day,Bonstetten Wettswil → Zug,CH,CH,17.29
S5,bonstetten wettswil,zurich hb,day,Bonstetten Wettswil → Zurich Hb,CH,CH,7.95
003A,bordeaux saint jean,aeroport charles de gaulle 2 tgv,day,Bordeaux Saint Jean → Aeroport Charles de Gaulle 2 Tgv,FR,FR,521.65
D44,bordeaux saint jean,agen,day,Bordeaux Saint Jean → Agen,FR,FR,115.92
L13,bordeaux saint jean,angouleme,day,Bordeaux Saint Jean → Angouleme,FR,FR,107.98
F41+,bordeaux saint jean,arcachon,day,Bordeaux Saint Jean → Arcachon,FR,FR,51.53
180A,bordeaux saint jean,beziers,day,Bordeaux Saint Jean → Beziers,FR,FR,344.02
D15,bordeaux saint jean,la rochelle,day,Bordeaux Saint Jean → la Rochelle,FR,FR,154.52
F44,bordeaux saint jean,langon,day,Bordeaux Saint Jean → Langon,FR,FR,38.36
L42,bordeaux saint jean,lesparre,day,Bordeaux Saint Jean → Lesparre,FR,FR,61.27
003A,bordeaux saint jean,lille europe,day,Bordeaux Saint Jean → Lille Europe,FR,FR,700.98
L52,bordeaux saint jean,lourdes,day,Bordeaux Saint Jean → Lourdes,FR,FR,196.23
F44,bordeaux saint jean,marmande,day,Bordeaux Saint Jean → Marmande,FR,FR,67.63
180A,bordeaux saint jean,marseille saint charles,day,Bordeaux Saint Jean → Marseille Saint Charles,FR,FR,503.56
L52,bordeaux saint jean,pau,day,Bordeaux Saint Jean → Pau,FR,FR,171.24
L42,bordeaux saint jean,pauillac,day,Bordeaux Saint Jean → Pauillac,FR,FR,44.82
D33,bordeaux saint jean,sarlat,day,Bordeaux Saint Jean → Sarlat,FR,FR,140.21
061C,bordeaux saint jean,strasbourg,day,Bordeaux Saint Jean → Strasbourg,FR,FR,757.21
180A,bordeaux saint jean,toulouse matabiau,day,Bordeaux Saint Jean → Toulouse Matabiau,FR,FR,209.53
533B,bordeaux saint jean,tourcoing,day,Bordeaux Saint Jean → Tourcoing,FR,FR,711.5
L32,bordeaux saint jean,tulle,day,Bordeaux Saint Jean → Tulle,FR,FR,188.0
TGV,bordeaux st jean,strasbourg,day,Bordeaux St Jean → Strasbourg,CH,CH,757.2
R,boudry littorail,neuchatel place pury littorail,day,Boudry Littorail → Neuchatel Place Pury Littorail,CH,CH,8.08
K16,boulogne sur mer,amiens,day,Boulogne Sur Mer → Amiens,FR,FR,104.29
K16,boulogne sur mer,paris gare du nord,day,Boulogne Sur Mer → Paris du Nord,FR,FR,210.98
TER,bourg en bresse,dijon,day,Bourg En Bresse → Dijon,CH,CH,125.69
C23,bourg en bresse,lyon part dieu,day,Bourg En Bresse → Lyon Part Dieu,FR,FR,56.07
TER,bourg en bresse,lyon vaise,day,Bourg En Bresse → Lyon Vaise,CH,CH,56.45
P13,bourg en bresse,macon,day,Bourg En Bresse → Macon,FR,FR,32.09
TER,bourg en bresse,macon,day,Bourg En Bresse → Macon,CH,CH,32.1
P55,bourg en bresse,oyonnax,day,Bourg En Bresse → Oyonnax,FR,FR,34.36
P77,bourg en bresse,seurre,day,Bourg En Bresse → Seurre,FR,FR,88.68
E16,bourg en bresse gare routiere,chambery challes les eaux,day,Bourg En Bresse → Chambery Challes les Eaux,FR,FR,88.6
C23,bourg en bresse gare routiere,lyon part dieu gare routiere,day,Bourg En Bresse → Lyon Part Dieu,FR,FR,55.84
P13,bourg en bresse gare routiere,macon,day,Bourg En Bresse → Macon,FR,FR,32.14
P13,bourg en bresse gare routiere,macon loche tgv,day,Bourg En Bresse → Macon Loche Tgv,FR,FR,34.82
P41,bourg saint maurice,chambery challes les eaux,day,Bourg Saint Maurice → Chambery Challes les Eaux,FR,FR,66.48
E09,bourg saint maurice,grenoble,day,Bourg Saint Maurice → Grenoble,FR,FR,95.16
P41,bourg saint maurice,moutiers salins brides les b,day,Bourg Saint Maurice → Moutiers Salins Brides les B,FR,FR,23.79
TGV,bourg saint maurice,paris gare de lyon,day,Bourg Saint Maurice → Paris de Lyon,CH,CH,488.64
081G,bourg saint maurice,quimper,day,Bourg Saint Maurice → Quimper,FR,FR,867.09
P14,bourges,nevers,day,Bourges → Nevers,FR,FR,58.54
TER,bourges,nevers,day,Bourges → Nevers,CH,CH,58.49
K5+,bourges,orleans,day,Bourges → Orleans,FR,FR,97.69
K5+,bourges,paris austerlitz,day,Bourges → Paris Austerlitz,FR,FR,194.4
K5+,bourges,paris bercy bourg pays d auv,day,Bourges → Paris Bercy Bourg Pays D Auv,FR,FR,194.05
K3,bourgoin jallieu,chambery challes les eaux,day,Bourgoin Jallieu → Chambery Challes les Eaux,FR,FR,50.31
TER,bourgoin jallieu,chambery challes les eaux,day,Bourgoin Jallieu → Chambery Challes les Eaux,CH,CH,50.34
K6,bourgoin jallieu,grenoble europole,day,Bourgoin Jallieu → Grenoble Europole,FR,FR,55.55
C5,boussens,muret,day,Boussens → Muret,FR,FR,42.62
K5,boussens,pau,day,Boussens → Pau,FR,FR,109.44
K5,boussens,tarbes,day,Boussens → Tarbes,FR,FR,73.5
P831,bouzonville,thionville,day,Bouzonville → Thionville,FR,FR,27.1
P831,bouzonville institut providenc,thionville,day,Bouzonville Institut Providenc → Thionville,FR,FR,27.18
P14,breaute beuzeville,fecamp,day,Breaute Beuzeville → Fecamp,FR,FR,17.6
S3,bregenz,lustenau,day,Bregenz → Lustenau,CH,CH,8.0
S7,bregenz,romanshorn,day,Bregenz → Romanshorn,CH,CH,27.92
S3,bregenz,st margrethen sg,day,Bregenz → St Margrethen Sg,CH,CH,9.42
EC,bregenz,zurich hb,day,Bregenz → Zurich Hb,CH,CH,91.27
S3,bregenz hafen,lustenau,day,Bregenz Hafen → Lustenau,CH,CH,8.7
P1,breil sur roya,nice ville,day,Breil Sur Roya → Nice Ville,FR,FR,33.56
S17,bremgarten,dietikon,day,Bremgarten → Dietikon,CH,CH,7.47
S17,bremgarten,wohlen ag,day,Bremgarten → Wohlen Ag,CH,CH,5.79
S17,bremgarten west,dietikon,day,Bremgarten West → Dietikon,CH,CH,8.41
P65,bressuire,tours,day,Bressuire → Tours,FR,FR,108.88
081G,brest,bourg saint maurice,day,Brest → Bourg Saint Maurice,FR,FR,906.01
C1,brest,landerneau,day,Brest → Landerneau,FR,FR,18.07
K12,brest,nantes,day,Brest → Nantes,FR,FR,255.1
K12,brest,quimper,day,Brest → Quimper,FR,FR,52.34
TGV,brest f,bourg saint maurice,day,Brest F → Bourg Saint Maurice,CH,CH,906.02
TGV,brest f,modane,day,Brest F → Modane,CH,CH,918.28
770A,briancon,paris bercy bourg pays d auv,day,Briancon → Paris Bercy Bourg Pays D Auv,FR,FR,545.03
CC,brienz brb,brienzer rothorn,day,Brienz Brb → Brienzer Rothorn,CH,CH,3.58
IC6,brig,basel sbb,day,Brig → Basel Sbb,CH,CH,139.86
IC6,brig,bern,day,Brig → Bern,CH,CH,81.58
IR90,brig,coppet,day,Brig → Coppet,CH,CH,138.25
IR95,brig,geneve aeroport,day,Brig → Geneve Aeroport,CH,CH,144.51
RE,brig,iselle di trasquera,day,Brig → Iselle Di Trasquera,CH,CH,20.96
R,brig,martigny,day,Brig → Martigny,CH,CH,73.86
IR90,brig,renens vd,day,Brig → Renens Vd,CH,CH,110.68
IC8,brig,romanshorn,day,Brig → Romanshorn,CH,CH,174.22
R,brig,sion,day,Brig → Sion,CH,CH,49.4
IR90,brig,st maurice,day,Brig → St Maurice,CH,CH,76.66
IC6,brig,thun,day,Brig → Thun,CH,CH,55.64
R,brig bahnhofplatz,andermatt,day,Brig Bahnhofplatz → Andermatt,CH,CH,58.39
